Общее время (s);Пройденное время цикла (s);Всего циклов;Пройденным циклам;Шаг;Общее количество циклов(8800 (0,1) Форма волны);Общее количество циклов(8800 (0,2) Форма волны);Положение(8800 (0,1):Положение) (mm);Нагрузка(8800 (0,1):Нагрузка) (kN);Вращение(8800 (0,2):Вращение) (deg);Крутящий момент(8800 (0,2):Крутящий момент) (N·m);Напряжение(8800 (0,1):Нагрузка) (MPa);Напряжение сдвига(8800 (0,2):Крутящий момент) (MPa)
5,7025;5,7025;1;1;1;1;1;-67,3909244075586;0,0126318633556366;-18,9975433051586;224,124684929848;0,106886642034495;208,0174259238
5,7275;5,7275;1;1;1;1;1;-67,390437139568;0,0136977434158325;-18,8896568119526;224,888384342194;0,115905765914982;208,726240242871
5,7525;5,7525;1;1;1;1;1;-67,3897889390302;0,00942081212997437;-18,7789969146252;224,524840712547;0,0797157905734842;208,388823549687
5,775;5,775;1;1;1;1;1;-67,3900571599424;0,0131684541702271;-18,6760161817074;224,731400609016;0,111427095703394;208,580538522877
5,8;5,8;1;1;1;1;1;-67,3896280064828;0,0140397250652313;-18,5712651908398;223,989233374596;0,118799501313516;207,891708920027
5,8225;5,8225;1;1;1;1;1;-67,3890558018701;0,00913470983505249;-18,469016700983;223,889961838722;0,0772948877564096;207,799571771607
5,84;5,84;1;1;1;1;1;-67,3883986606352;0,0109447538852692;-18,3935688436031;224,983885884285;0,0926108807350581;208,814878337171
5,865;5,865;1;1;1;1;1;-67,3882019652995;0,0120550394058228;-18,2861034572124;224,648058414459;0,102005748906945;208,503185915385
5,8875;5,8875;1;1;1;1;1;-67,3880455031008;0,00992715358734131;-18,1831414997578;224,838361144066;0,0840002842049527;208,679812082072
5,9125;5,9125;1;1;1;1;1;-67,3871290816507;0,00628188252449036;-18,0761240422726;224,676609039307;0,0531552083642778;208,529684680977
5,935;5,935;1;1;1;1;1;-67,3872229589699;0,0102625787258148;-17,973099052906;224,656164646149;0,0868385405805959;208,510709573257
5,96;5,96;1;1;1;1;1;-67,3870575560741;-0,000571459531784058;-17,8653520345688;224,791094660759;-0,00483550119972971;208,635942518159
5,975;5,975;1;1;1;1;1;-67,3867669834192;0,00527858734130859;-17,7977281808853;223,531946539879;0,0446656569750262;207,467286102449
5,9975;5,9975;1;1;1;1;1;-67,3863333596111;0,012224018573761;-17,6947206258774;224,458858370781;0,10343559463328;208,327583187453
6,0075;6,0075;1;1;1;1;1;-67,3853364718874;0,0121766328811646;-17,653142362833;225,79000890255;0,103034632604202;209,563067387787
6,04;6,04;1;1;1;1;1;-67,3855242265259;0,010477751493454;-17,513652741909;224,887251853943;0,0886592612409374;208,72518914361
6,045;6,045;1;1;1;1;1;-67,3855242265259;0,00828847289085388;-17,4883031845093;223,209246993065;0,0701343111427812;207,167778133945
6,0675;6,0675;1;1;1;1;1;-67,3848179114571;0,0147496163845062;-17,3848289251328;223,705515265465;0,124806366428382;207,628380894522
6,0925;6,0925;1;1;1;1;1;-67,3846122754244;0,0112810730934143;-17,2784069180489;224,423244595528;0,0954567024320046;208,294528881731
6,115;6,115;1;1;1;1;1;-67,3843574655578;0,0123791396617889;-17,1760578453541;224,488750100136;0,104748177879412;208,355326675854
6,14;6,14;1;1;1;1;1;-67,3842769992841;0,00977411866188049;-17,069421261549;224,418222904205;0,0827053533751946;208,289868086321
6,16;6,16;1;1;1;1;1;-67,3840937149941;0,00423938035964966;-16,9801546633244;225,518062710762;0,0358722318467563;209,310665262501
6,1825;6,1825;1;1;1;1;1;-67,3839596045379;0,00879749655723572;-16,8777626752853;225,543290376663;0,0744415007381597;209,334079881575
6,2075;6,2075;1;1;1;1;1;-67,3831683528469;0,00871315598487854;-16,7676311731339;224,725008010864;0,0737278387618763;208,574605344151
6,2325;6,2325;1;1;1;1;1;-67,3822966348822;0,00685140490531921;-16,6571992635727;224,663585424423;0,0579743180345169;208,51759703947
6,2575;6,2575;1;1;1;1;1;-67,3829493057686;0,00582844018936157;-16,5507598221302;224,468275904655;0,0493183295765914;208,336323907627
6,2825;6,2825;1;1;1;1;1;-67,38221169826;0,00744074583053589;-16,4401200413704;224,13432598114;0,0629611256603138;208,026374097776
6,3025;6,3025;1;1;1;1;1;-67,3815411459795;0,012458860874176;-16,3513322174549;225,503712892532;0,105422752362295;209,297346728438
6,3275;6,3275;1;1;1;1;1;-67,3817020785268;0,00695198774337769;-16,2431654334068;225,348025560379;0,0588254166811447;209,152848240493
6,35;6,35;1;1;1;1;1;-67,3812684547187;0,00447660684585571;-16,1381220817566;225,079238414764;0,037879563765914;208,903378128936
6,36;6,36;1;1;1;1;1;-67,3807096611516;0,00356763601303101;-16,0966578125954;223,961338400841;0,0301881537741666;207,865818685587
6,3775;6,3775;1;1;1;1;1;-67,3806023727867;0,00986263155937195;-16,0217356681824;225,125893950462;0,083454320184227;208,946680652457
6,3975;6,3975;1;1;1;1;1;-67,379855824581;0,0126050412654877;-15,9308423101902;226,304173469543;0,106659682395394;210,040280282747
6,41;6,41;1;1;1;1;1;-67,3808303605621;0,00236541032791138;-15,8754868805408;225,111588835716;0,0200153183949177;208,933403609155
6,435;6,435;1;1;1;1;1;-67,3797127734278;0,00535517930984497;-15,7691614329815;225,520238280296;0,0453137528333472;209,312684479503
6,4575;6,4575;1;1;1;1;1;-67,3795876036688;0,00483483076095581;-15,6649187207222;225,018560886383;0,0409107358347928;208,847061336926
6,4825;6,4825;1;1;1;1;1;-67,3792746792712;0,0105284154415131;-15,5583773553371;225,177779793739;0,089087962781461;208,994837594937
6,4925;6,4925;1;1;1;1;1;-67,3788723479029;0,0152574479579926;-15,5127087235451;226,373374462128;0,12910346892869;210,104507979724
6,5025;6,5025;1;1;1;1;1;-67,3783627281697;0,00826179981231689;-15,4701501131058;224,751055240631;0,0699086123905643;208,598780627165
6,5125;6,5125;1;1;1;1;1;-67,3784834275802;0,00535160303115845;-15,4230505228043;225,835248827934;0,0452834915481337;209,605056037232
6,525;6,525;1;1;1;1;1;-67,3783716688667;0,00709697604179382;-15,3627799451351;224,670618772507;0,0600522596191726;208,524124919094
6,5425;6,5425;1;1;1;1;1;-67,3782107363194;0,0111633539199829;-15,2928440272808;225,97698867321;0,0944606017937291;209,736609407957
6,5675;6,5675;1;1;1;1;1;-67,3777860532084;0,00444993376731873;-15,1791331171989;225,762888789177;0,0376538650136971;209,537896326526
6,5925;6,5925;1;1;1;1;1;-67,3767399916508;0,00466376543045044;-15,0731912255287;225,369647145271;0,0394632376920836;209,172915938235
6,6175;6,6175;1;1;1;1;1;-67,3766863474683;0,0153270363807678;-14,9622912704945;225,999265909195;0,129692303103468;209,75728563685
6,64;6,64;1;1;1;1;1;-67,3764851817841;0,0145334005355835;-14,8598067462444;226,081624627113;0,122976819559854;209,833725447615
6,665;6,665;1;1;1;1;1;-67,3763466009795;0,0128814578056335;-14,7530467808247;226,183816790581;0,108998627565016;209,928573325709
6,6875;6,6875;1;1;1;1;1;-67,3753988870897;0,0125876069068909;-14,6488898992538;226,033687591553;0,106512158629979;209,789233522297
6,7125;6,7125;1;1;1;1;1;-67,3751306661775;0,00722050666809082;-14,5436829328537;225,995287299156;0,0610975348459199;209,753592959181
6,735;6,735;1;1;1;1;1;-67,3751619586172;0,0122851133346558;-14,4426441192627;225,565388798714;0,103952558255676;209,354590147427
6,7575;6,7575;1;1;1;1;1;-67,3744422325028;0,00889673829078674;-14,3393187224865;225,331574678421;0,0752812514028325;209,137579640694
6,7825;6,7825;1;1;1;1;1;-67,3746657499296;0,00489309430122375;-14,2350840568542;225,795447826385;0,0414037426063949;209,568115430293
6,805;6,805;1;1;1;1;1;-67,373561573841;0,00457584857940674;-14,1292682290077;226,507917046547;0,0387193144305867;210,229381338037
6,8275;6,8275;1;1;1;1;1;-67,3731055982902;0,0053521990776062;-14,0341517329216;225,417166948318;0,0452885350956693;209,217020616456
6,85;6,85;1;1;1;1;1;-67,3734945186129;0,0155778229236603;-13,939398676157;226,542770862579;0,13181437572906;210,261730300834
6,8625;6,8625;1;1;1;1;1;-67,3735436924468;0,00795379281044006;-13,8763332366943;224,710747599602;0,0673023592015575;208,561369791609
6,8775;6,8775;1;1;1;1;1;-67,3729848988797;0,007973313331604;-13,8114184141159;225,853189826012;0,0674675353833475;209,621707662374
6,885;6,885;1;1;1;1;1;-67,3722830541594;0,00373497605323792;-13,7753011286259;226,99747979641;0,0316041297447784;210,683760484566
6,8925;6,8925;1;1;1;1;1;-67,3723724611301;0,0072796642780304;-13,7441995739937;225,824564695358;0,0615981069388255;209,595139745515
6,9175;6,9175;1;1;1;1;1;-67,371996951853;0,00624626874923706;-13,634389936924;226,769790053368;0,0528538563990274;210,472434211997
6,94;6,94;1;1;1;1;1;-67,3707318432171;0,00854253768920898;-13,5331365466118;226,706236600876;0,0722841232798188;210,413448181074
6,9525;6,9525;1;1;1;1;1;-67,372055066384;0,00316664576530457;-13,482027053833;225,591570138931;0,0267951071696105;209,378889902722
6,9775;6,9775;1;1;1;1;1;-67,3708346612334;0,00729411840438843;-13,3690859377384;225,735008716583;0,0617204129665631;209,512019922339
7;7;1;1;1;1;1;-67,3702356345295;0,0148867070674896;-13,2635436952114;226,498648524284;0,125966382361564;210,220778920397
7,025;7,025;1;1;1;1;1;-67,3703518635914;0,00538170337677002;-13,1611329317093;225,917726755142;0,0455381906986801;209,681606490024
7,0475;7,0475;1;1;1;1;1;-67,3700612909365;0,00835075974464417;-13,0550327897072;226,555600762367;0,0706613618602485;210,273638149046
7,09;7,09;1;1;1;1;1;-67,3691359287894;0,0076545774936676;-12,8734673559666;226,492807269096;0,0647704983387003;210,215357461048
7,1125;7,1125;1;1;1;1;1;-67,3685771352223;0,012095719575882;-12,7711571753025;226,527169346809;0,102349971026248;210,247250025481
7,1375;7,1375;1;1;1;1;1;-67,3686754828901;0,0126932561397552;-12,663721293211;226,769000291824;0,107406127430659;210,471701208565
7,1625;7,1625;1;1;1;1;1;-67,3684564358118;0,00824376940727234;-12,5516867637634;226,234421133995;0,0697560450776133;209,975540866392
7,1875;7,1875;1;1;1;1;1;-67,3682195073393;0,00756204128265381;-12,4428561329842;225,967660546303;0,0639874875838027;209,727951669303
7,2125;7,2125;1;1;1;1;1;-67,3674684887851;0,00503405928611755;-12,3310053348541;226,171359419823;0,0425965415985577;209,917011233833
7,2375;7,2375;1;1;1;1;1;-67,3674282556483;0,00405967235565186;-12,224453240633;226,177081465721;0,0343516022647813;209,922322051154
7,2575;7,2575;1;1;1;1;1;-67,3670125132343;0,0126431882381439;-12,136110663414;227,300003170967;0,106982469437671;210,964542289912
7,295;7,295;1;1;1;1;1;-67,3665699487292;0,012325644493103;-11,9670993089676;226,536273956299;0,104295519488095;210,255700310334
7,32;7,32;1;1;1;1;1;-67,3662078504977;0,00188380479812622;-11,860556602478;226,22737288475;0,0159401319861755;209,968999156515
7,3425;7,3425;1;1;1;1;1;-67,3655015354288;0,0108979642391205;-11,7534533143044;226,929411292076;0,0922149622535157;210,62058388685
7,3675;7,3675;1;1;1;1;1;-67,3654389505493;0,00732451677322388;-11,6493339836597;227,466151118279;0,0619776338908773;211,118749615772
7,39;7,39;1;1;1;1;1;-67,3644241814314;0,00432446599006653;-11,5472987294197;227,375686168671;0,0365921982574592;211,034786147136
7,415;7,415;1;1;1;1;1;-67,3647907500114;0,00550851225852966;-11,4401069283485;228,546321392059;0,0466112054368731;212,12129085741
7,435;7,435;1;1;1;1;1;-67,3642364267929;0,00932842493057251;-11,3508456945419;227,376744151115;0,0789340407054705;211,03576809513
7,4575;7,4575;1;1;1;1;1;-67,3642140750502;0,0132881104946136;-11,2489894777536;226,714462041855;0,11243958787116;210,421082480973
7,4825;7,4825;1;1;1;1;1;-67,3637536291509;0,0104141235351563;-11,1398148536682;227,124214172363;0,088120862541515;210,801386790076
7,5075;7,5075;1;1;1;1;1;-67,3631143693101;0,00619396567344666;-11,0302345454693;226,736679673195;0,052411285102781;210,441703388853
7,5275;7,5275;1;1;1;1;1;-67,3627612117757;0,00956624746322632;-10,9400003403425;227,959543466568;0,0809464161721638;211,576683137436
7,5425;7,5425;1;1;1;1;1;-67,3623186472705;0,00797942280769348;-10,8786582201719;226,868763566017;0,0675192317455871;210,564294755348
7,565;7,565;1;1;1;1;1;-67,362680745502;0,00747442245483398;-10,7748694717884;226,995006203651;0,0632460860960736;210,681464662495
7,59;7,59;1;1;1;1;1;-67,3614201072146;0,00660538673400879;-10,6685051321983;227,167397737503;0,0558925937892096;210,841466864546
7,6125;7,6125;1;1;1;1;1;-67,3613351705924;0,00956788659095764;-10,5680195242167;227,193176746368;0,0809602859278866;210,865393202998
7,635;7,635;1;1;1;1;1;-67,3605752113411;0,00725194811820984;-10,4638847708702;227,387621998787;0,0613635819784214;211,045864180141
7,66;7,66;1;1;1;1;1;-67,3602354648523;0,00913649797439575;-10,357953608036;227,377369999886;0,0773100183990163;211,036348965774
7,6825;7,6825;1;1;1;1;1;-67,3599225404547;0,0135110318660736;-10,2524321526289;227,875739336014;0,114325874649464;211,498901792087
7,7075;7,7075;1;1;1;1;1;-67,3602399352008;0,00563457608222961;-10,1463715732098;227,78557240963;0,0476779157406466;211,41521492852
7,7325;7,7325;1;1;1;1;1;-67,3596856119822;0,00663638114929199;-10,039156973362;227,553382515907;0,0561548582610593;211,199711919412
7,755;7,755;1;1;1;1;1;-67,3589390637765;0,0100277364253998;-9,93850037455559;227,985545992851;0,0848513828515805;211,600816929689
7,78;7,78;1;1;1;1;1;-67,3588407161087;0,00811204314231873;-9,82912391424179;227,436721324921;0,0686414210722519;211,091434865227
7,8;7,8;1;1;1;1;1;-67,3580449940691;0,0124919414520264;-9,73503202199936;228,589504957199;0,105702669250519;212,16137093188
7,8175;7,8175;1;1;1;1;1;-67,3581031086001;0,0115665793418884;-9,66241925954819;227,451249957085;0,0978725617015436;211,104919362332
7,8425;7,8425;1;1;1;1;1;-67,3580628754633;0,00437125563621521;-9,55337204039097;227,669969201088;0,0369881167390016;211,307919822329
7,865;7,865;1;1;1;1;1;-67,3575085522447;0,00983059406280518;-9,45043288171291;228,236824274063;0,08318322950419;211,834036493454
7,89;7,89;1;1;1;1;1;-67,3575890185184;0,00764638185501099;-9,34406921267509;228,397503495216;0,0647011495600862;211,983168116301
7,9125;7,9125;1;1;1;1;1;-67,3568245889186;-0,00107899308204651;-9,2393497377634;227,308198809624;-0,00913008192626932;210,972148929304
7,9375;7,9375;1;1;1;1;1;-67,3562926174427;0,00634342432022095;-9,12989012897015;228,211149573326;0,0536759546473257;211,810206966776
7,955;7,955;1;1;1;1;1;-67,3559573413024;-0,00143647193908691;-9,05668593943119;227,129429578781;-0,0121549495607287;210,80622737878
7,9775;7,9775;1;1;1;1;1;-67,3556175948136;0,00534757971763611;-8,95442001521587;226,728066802025;0,0452494476022686;210,433709502364
7,9925;7,9925;1;1;1;1;1;-67,3555639506311;0,00692218542098999;-8,88915248215199;227,898851037025;0,0585732393043661;211,520352515173
8,0175;8,0175;1;1;1;1;1;-67,3551124454289;0,00863015651702881;-8,77851605415344;228,594392538071;0,0730255247675479;212,165907255009
8,04;8,04;1;1;1;1;1;-67,3543524861776;0,0099577009677887;-8,67825374007225;228,510037064552;0,0842587660161507;212,087614190283
8,065;8,065;1;1;1;1;1;-67,35403956178;0,0137771666049957;-8,57411295175552;228,895112872124;0,116577818624097;212,445015599689
8,0875;8,0875;1;1;1;1;1;-67,3542094350244;0,00622853636741638;-8,46963688731194;228,64094376564;0,0527038108598441;212,209112966756
8,1125;8,1125;1;1;1;1;1;-67,3535210013497;0,00125184655189514;-8,35957176983356;228,890672326088;0,0105927107115852;212,440894184163
8,1375;8,1375;1;1;1;1;1;-67,353373479848;0,00100135803222656;-8,25193807482719;228,850319981575;0,00847315985976106;212,403441857847
8,16;8,16;1;1;1;1;1;-67,3529845595253;0,00930219888687134;-8,14876824617386;229,295164346695;0,0787121246139054;212,816316413802
8,185;8,185;1;1;1;1;1;-67,352398943867;0,00449568033218384;-8,04076105356216;228,998512029648;0,0380409572870523;212,540983728311
8,205;8,205;1;1;1;1;1;-67,3519429683162;0,00785499811172485;-7,94690318405628;227,629482746124;0,0664663911975364;211,270343023732
8,23;8,23;1;1;1;1;1;-67,3515361665993;0,00747337937355042;-7,84096196293831;228,493109345436;0,0632372598878864;212,071903022375
8,255;8,255;1;1;1;1;1;-67,3510310172147;0,00940263271331787;-7,73222655057907;228,299349546432;0,0795619623736493;211,89206823689
8,2775;8,2775;1;1;1;1;1;-67,3512455939444;0,0126911699771881;-7,6319233328104;229,096874594688;0,107388475014284;212,632277231271
8,3025;8,3025;1;1;1;1;1;-67,350583982361;0,00628620386123657;-7,52221092581749;229,00179028511;0,0531917740839107;212,544026384068
8,325;8,325;1;1;1;1;1;-67,3503247021458;0,0134749710559845;-7,41872258484364;228,928178548813;0,114020740023561;212,475704932073
8,35;8,35;1;1;1;1;1;-67,349193703966;0,0106067955493927;-7,3124098777771;228,849142789841;0,0897511892823887;212,402349267825
8,375;8,375;1;1;1;1;1;-67,3495200394092;0,00930473208427429;-7,19987981021404;229,038953781128;0,0787335596909315;212,578519036148
8,3975;8,3975;1;1;1;1;1;-67,3493099330279;0,00466033816337585;-7,09711566567421;228,739261627197;0,0394342372937541;212,300364978956
8,4225;8,4225;1;1;1;1;1;-67,3489120720081;0,00707119703292847;-6,99285551905632;229,137524962425;0,0598341261882591;212,670006162656
8,445;8,445;1;1;1;1;1;-67,3482012865908;0,00763222575187683;-6,89090944826603;229,47695851326;0,0645813653061163;212,985045505774
8,47;8,47;1;1;1;1;1;-67,348169994151;0,000670105218887329;-6,78708247840405;229,962468147278;0,00567020831686689;213,435662823368
8,4925;8,4925;1;1;1;1;1;-67,3478302476622;0,0114068388938904;-6,68176285922527;230,094164609909;0,0965208909620103;213,557894603274
8,51;8,51;1;1;1;1;1;-67,3475486157044;0,00134408473968506;-6,59900799393654;228,835627436638;0,011373199692715;212,389805227955
8,525;8,525;1;1;1;1;1;-67,347387683157;0,012269914150238;-6,54037222266197;230,002716183662;0,103823947793519;213,47301833791
8,535;8,535;1;1;1;1;1;-67,3473429796717;0,00987991690635681;-6,49570874869823;231,084018945694;0,0836005830627586;214,47661067881
8,5425;8,5425;1;1;1;1;1;-67,347204398867;0,0134363770484924;-6,46023787558079;229,69314455986;0,113694170320633;213,185694822687
8,5675;8,5675;1;1;1;1;1;-67,3464176175245;0,00838562846183777;-6,3494948297739;230,221122503281;0,0709564093910794;213,675728362586
8,5925;8,5925;1;1;1;1;1;-67,3457604762896;0,00174596905708313;-6,24016262590885;229,645162820816;0,0147738116185745;213,141161406609
8,615;8,615;1;1;1;1;1;-67,3458677646545;0,0051841139793396;-6,13879054784775;230,030700564384;0,043866254690638;213,498991553871
8,63;8,63;1;1;1;1;1;-67,3459661123223;0,00116199254989624;-6,07413657009602;228,849679231644;0,00983239592059773;212,402847156949
8,655;8,655;1;1;1;1;1;-67,34496475425;0,00154376029968262;-5,9668991714716;228,561893105507;0,0130627881171316;212,135743472255
8,67;8,67;1;1;1;1;1;-67,3445177193963;0,00533103942871094;-5,89853033423424;229,649603366852;0,0451094891581565;213,145282822134
8,695;8,695;1;1;1;1;1;-67,3442897316209;0,00925019383430481;-5,78929536044598;229,782596230507;0,0782720750914267;213,268717834089
8,7175;8,7175;1;1;1;1;1;-67,3441466804677;0,0068451464176178;-5,68697914481163;229,518130421638;0,0579213607853934;213,02325849603
8,74;8,74;1;1;1;1;1;-67,3443210240607;0,00680357217788696;-5,58550514280796;229,49193418026;0,0575695733447873;212,998944910482
8,765;8,765;1;1;1;1;1;-67,3437264677052;0,00849708914756775;-5,48077058047056;229,313910007477;0,0718995527802314;212,83371487263
8,7875;8,7875;1;1;1;1;1;-67,3431050892586;0,00702694058418274;-5,38026217371225;229,478687047958;0,0594596427837429;212,986649815173
8,81;8,81;1;1;1;1;1;-67,3436415310831;0,00788778066635132;-5,27772065252066;230,344772338867;0,0667437863119929;213,790491805634
8,835;8,835;1;1;1;1;1;-67,3430961485615;0,00608459115028381;-5,17484452575445;229,659557342529;0,0514857941300035;213,154521431432
8,8575;8,8575;1;1;1;1;1;-67,3423406596588;0,0112886726856232;-5,06667707115412;230,141341686249;0,0955210076630832;213,601681185666
8,8825;8,8825;1;1;1;1;1;-67,3422065492027;0,00905513763427734;-4,96421031653881;230,019062757492;0,0766215741604108;213,488190125934
8,905;8,905;1;1;1;1;1;-67,3416254038929;0,0029347836971283;-4,85807530581951;230,078175663948;0,0248331671782729;213,543054741332
8,93;8,93;1;1;1;1;1;-67,3413884754204;0,00628545880317688;-4,74928490817547;230,397403240204;0,0531854696494913;213,839340260785
8,955;8,955;1;1;1;1;1;-67,3410531992801;0,0103136897087097;-4,64230667799711;229,933455586433;0,0872710247817712;213,408735319919
8,9775;8,9775;1;1;1;1;1;-67,3401323074815;-0,000573694705963135;-4,54132352024317;229,480266571045;-0,00485441450298811;212,988115822038
8,9925;8,9925;1;1;1;1;1;-67,3402440661949;0,00482887029647827;-4,47558894753456;230,645194649696;0,0408603003594371;214,069323545245
9,0175;9,0175;1;1;1;1;1;-67,3397880906442;0,0103659927845001;-4,36784796416759;231,142997741699;0,0877135960780176;214,531350821927
9,0275;9,0275;1;1;1;1;1;-67,3395109290349;0,00193208456039429;-4,31998729705811;229,994982481003;0,0163486593365568;213,465840436375
9,0525;9,0525;1;1;1;1;1;-67,3395601028688;0,00880777835845947;-4,21053238213062;230,524867773056;0,0745285019331483;213,957644248714
9,0775;9,0775;1;1;1;1;1;-67,3388314360573;0,00829160213470459;-4,09740820527077;231,024459004402;0,0701607897673429;214,421331155809
9,1025;9,1025;1;1;1;1;1;-67,3383844012036;0,00530898571014404;-3,99133656173944;229,895249009132;0,0449228778993403;213,373274550098
9,125;9,125;1;1;1;1;1;-67,3383084052784;0,01039057970047;-3,8912633433938;230,350837111473;0,08792164241386;213,796120718784
9,1475;9,1475;1;1;1;1;1;-67,3380804175031;0,00311151146888733;-3,78945909440517;229,623913764954;0,0263285790225701;213,121439465203
9,1725;9,1725;1;1;1;1;1;-67,3375797384669;0,00451058149337769;-3,68130169808865;230,394378304482;0,0381670459754416;213,836532719337
9,1975;9,1975;1;1;1;1;1;-67,337047766991;0,00912696123123169;-3,56919709593058;230,987370014191;0,0772293216384472;214,386907654995
9,2225;9,2225;1;1;1;1;1;-67,336681198411;0,00740677118301392;-3,45886811614037;230,018094182014;0,0626736434507862;213,487291159461
9,2475;9,2475;1;1;1;1;1;-67,3357200734755;0,0120367109775543;-3,34948260337114;229,610666632652;0,101850659820226;213,109144369894
9,2575;9,2575;1;1;1;1;1;-67,3364040368017;0,0108885765075684;-3,30367315560579;230,846107006073;0,0921355263798304;214,255796852381
9,2825;9,2825;1;1;1;1;1;-67,335840772886;0,00942066311836243;-3,19353494793177;230,979219079018;0,0797145296866003;214,379342506364
9,3075;9,3075;1;1;1;1;1;-67,3349467031786;0,00571668148040771;-3,08658789843321;230,87714612484;0,0483726644136716;214,284605270297
9,33;9,33;1;1;1;1;1;-67,3349198810874;0,0117973983287811;-2,98063796013594;231,104999780655;0,0998256754846939;214,496083675654
9,355;9,355;1;1;1;1;1;-67,3344639055366;0,00411644577980042;-2,87673287093639;230,601936578751;0,0348320001675445;214,029174319507
9,3775;9,3775;1;1;1;1;1;-67,334924351436;0,00897198915481567;-2,77126539498568;230,41532933712;0,0759179992791985;213,855978055674
9,4025;9,4025;1;1;1;1;1;-67,3338469974386;0,00764161348342896;-2,66666913405061;230,819299817085;0,0646608011798016;214,230916226442
9,425;9,425;1;1;1;1;1;-67,3335832468749;0,00907257199287415;-2,56417857483029;230,910271406174;0,0767690979258262;214,315349923695
9,4475;9,4475;1;1;1;1;1;-67,3331585637639;0,0127163529396057;-2,46120002120733;230,118110775948;0,107601564897662;213,580119820552
9,4625;9,4625;1;1;1;1;1;-67,3331585637639;0,00923529267311096;-2,40026023238897;231,306776404381;0,0781459864030374;214,68335913749
9,4875;9,4875;1;1;1;1;1;-67,3322421423138;0,00742554664611816;-2,28731609880924;230,434581637383;0,0628325151981567;213,873846743119
9,5125;9,5125;1;1;1;1;1;-67,3327472916985;0,0142709910869598;-2,18032630160451;231,478735804558;0,120756397757318;214,842960262191
9,545;9,545;1;1;1;1;1;-67,3318576923396;0,00663474202156067;-2,03602211549878;231,612488627434;0,0561409885053365;214,967100617072
9,57;9,57;1;1;1;1;1;-67,332085680115;0,00531762838363647;-1,92479778081179;231,179401278496;0,0449960093386061;214,565138131081
9,595;9,595;1;1;1;1;1;-67,3314106574859;0,0130389630794525;-1,81568333879113;230,665743350983;0,110331385001291;214,088395464739
9,6175;9,6175;1;1;1;1;1;-67,330811630782;0,0162769854068756;-1,71476120129228;231,105700135231;0,137730456988286;214,496733697565
9,6375;9,6375;1;1;1;1;1;-67,3305702319609;0,00394806265830994;-1,62952110171318;229,944497346878;0,0334071979887454;213,418983537719
9,655;9,655;1;1;1;1;1;-67,3306998720685;0,00700682401657104;-1,55064940452576;231,178820133209;0,0592894230544174;214,564598751197
9,6775;9,6775;1;1;1;1;1;-67,3300919046675;0,0065910816192627;-1,44822908565402;230,971813201904;0,0557715486483559;214,372468870404
9,7025;9,7025;1;1;1;1;1;-67,3300561418792;0,00496387481689453;-1,34108933620155;231,262147426605;0,0420026638762441;214,641937528436
9,7275;9,7275;1;1;1;1;1;-67,3296001663284;0,0110289454460144;-1,23015652410686;231,74361884594;0,0933232818244576;215,088806847347
9,7525;9,7525;1;1;1;1;1;-67,3294928779635;0,00933974981307983;-1,12684059888124;230,136960744858;0,0790298681086464;213,597615091154
9,7625;9,7625;1;1;1;1;1;-67,3293140640221;0,00838756561279297;-1,07606613077223;231,313243508339;0,0709728009205701;214,689361467483
9,7725;9,7725;1;1;1;1;1;-67,3292335977484;0,0100007653236389;-1,03383776731789;232,438042759895;0,0846231623255958;215,733324318175
9,7975;9,7975;1;1;1;1;1;-67,3286837448783;0,00740677118301392;-0,922442944720387;231,902912259102;0,0626736434507862;215,236652256624
9,8225;9,8225;1;1;1;1;1;-67,3283574094351;0,0074942409992218;-0,809975657612085;231,093779206276;0,0634137840516314;214,485669494813
9,8475;9,8475;1;1;1;1;1;-67,3290190210186;0,00555455684661865;-0,700131529010832;231,675922870636;0,047000819483996;215,025976005967
9,8725;9,8725;1;1;1;1;1;-67,3281025995686;0,0123226642608643;-0,591312213800848;232,604652643204;0,104270301750417;215,887960381891
9,895;9,895;1;1;1;1;1;-67,328031073992;0,00457555055618286;-0,489825261756778;232,904747128487;0,0387167926568189;216,166487855926
9,9025;9,9025;1;1;1;1;1;-67,3272577036951;0,0055868923664093;-0,45135538559407;231,654480099678;0,0472744319378008;215,006074271267
9,9275;9,9275;1;1;1;1;1;-67,326949249646;0,0028817355632782;-0,349411619827151;231,586158275604;0,024384291447607;214,942662559243
9,9525;9,9525;1;1;1;1;1;-67,3269537199945;0,0097733736038208;-0,237618950195611;231,518089771271;0,0826990489407751;214,879485961527
9,9775;9,9775;1;1;1;1;1;-67,3269224275548;0,00540673732757568;-0,127284773625433;231,013506650925;0,0457500196951742;214,41116591953
10,0025;10,0025;1;1;1;1;1;-67,3262608159713;0,00778511166572571;-0,01903404481709;231,59097135067;0,0658750352489906;214,947129731104
10,025;10,025;1;1;1;1;1;-67,3258942473913;0,00695750117301941;0,0837762001901865;231,685787439346;0,0588720694958488;215,035131633745
10,05;10,05;1;1;1;1;1;-67,3253801573095;0,00669032335281372;0,191696472465992;231,981307268143;0,0566112993130286;215,309413219974
10,0725;10,0725;1;1;1;1;1;-67,3257243741469;0,00116318464279175;0,295520843937993;231,898099184036;0,00984248301566888;215,232185084763
10,0975;10,0975;1;1;1;1;1;-67,3250359404722;0,00643119215965271;0,401053908281028;231,992974877357;0,0544186170219386;215,320242308418
