Общее время (s);Пройденное время цикла (s);Всего циклов;Пройденным циклам;Шаг;Общее количество циклов(8800 (0,1) Форма волны);Общее количество циклов(8800 (0,2) Форма волны);Положение(8800 (0,1):Положение) (mm);Нагрузка(8800 (0,1):Нагрузка) (kN);Вращение(8800 (0,2):Вращение) (deg);Крутящий момент(8800 (0,2):Крутящий момент) (N·m);Напряжение(8800 (0,1):Нагрузка) (MPa);Напряжение сдвига(8800 (0,2):Крутящий момент) (MPa)
1,2225;1,2225;1;1;1;1;1;-67,4679842756388;-0,0053812563419342;-38,8376086950302;213,455140590668;-0,0455344080380285;198,114674025182
1,2375;1,2375;1;1;1;1;1;-67,4679082797137;-0,00142961740493774;-38,7717738747597;214,725568890572;-0,0120969487640696;199,293799942747
1,2625;1,2625;1;1;1;1;1;-67,4673494861466;-0,00880032777786255;-38,6601108312607;214,301273226738;-0,0744654575889537;198,899997306286
1,285;1,285;1;1;1;1;1;-67,46709467628;-0,00492945313453674;-38,5558238625526;214,442536234856;-0,0417113990060648;199,031108108901
1,31;1,31;1;1;1;1;1;-67,466795162928;-0,00719979405403137;-38,4460732340813;214,027926325798;-0,0609222715690588;198,646295137176
1,335;1,335;1;1;1;1;1;-67,4658474490382;-0,00372037291526794;-38,3402037620544;214,357450604439;-0,0314805628301569;198,952137361756
1,3575;1,3575;1;1;1;1;1;-67,4653914734874;-0,00511452555656433;-38,2308661937714;214,227423071861;-0,04327742051586;198,831454570236
1,3825;1,3825;1;1;1;1;1;-67,4655166432464;-0,00451833009719849;-38,1260052323341;213,374719023705;-0,038232612093404;198,040032147365
1,405;1,405;1;1;1;1;1;-67,464980201422;-0,00499188899993896;-38,0208304524422;213,803976774216;-0,042239710610416;198,438440258221
1,43;1,43;1;1;1;1;1;-67,4643498822783;0,00110656023025513;-37,9139631986618;215,029805898666;0,00936334599978953;199,576172227239
1,4525;1,4525;1;1;1;1;1;-67,4642694160046;-0,00742718577384949;-37,8108483552933;214,744597673416;-0,0628463849538796;199,31146117639
1,4775;1,4775;1;1;1;1;1;-67,4643945857636;-0,00229433178901672;-37,7005586028099;215,512841939926;-0,0194138753513008;200,024493722761
1,49;1,49;1;1;1;1;1;-67,4637776776655;-0,0110670924186707;-37,645820081234;214,39528465271;-0,0936460688667342;198,987252375241
1,5125;1,5125;1;1;1;1;1;-67,4630624218996;-0,00619411468505859;-37,5379174947739;214,771136641502;-0,0524125459896649;199,336092857767
1,5375;1,5375;1;1;1;1;1;-67,4632501765382;-0,000638812780380249;-37,431857585907;215,064570307732;-0,00540542207124936;199,608438208515
1,56;1,56;1;1;1;1;1;-67,4629104300494;-0,00229746103286743;-37,3267981410027;215,097978711128;-0,0194403539758625;199,639445636728
1,585;1,585;1;1;1;1;1;-67,4624723358927;-0,00434190034866333;-37,2190055251122;215,803980827332;-0,0367397220228747;200,294709214479
1,6075;1,6075;1;1;1;1;1;-67,4618330760519;-0,00577747821807861;-37,1173417568207;215,140134096146;-0,0488871062623;199,678571423711
1,63;1,63;1;1;1;1;1;-67,4616721435046;-0,00243589282035828;-37,0151549577713;215,314611792564;-0,0206117178909991;199,840509861244
1,655;1,655;1;1;1;1;1;-67,4614441557292;-0,00476524233818054;-36,9071397185326;214,909121394157;-0,0403219016600147;199,464161004625
1,675;1,675;1;1;1;1;1;-67,4608585400709;-0,00165387988090515;-36,82004570961;216,12386405468;-0,0139945835243286;200,591603265083
1,6975;1,6975;1;1;1;1;1;-67,4606216115984;-0,00375524163246155;-36,7162898182869;215,23942053318;-0,0317756103609879;199,770722402384
1,7225;1,7225;1;1;1;1;1;-67,4603355092921;-0,00322550535202026;-36,6040822863579;214,952394366264;-0,0272931574887482;199,504324060616
1,74;1,74;1;1;1;1;1;-67,4596962494513;0,00421866774559021;-36,5273281931877;216,279521584511;0,0356969685698952;200,736074092521
1,765;1,765;1;1;1;1;1;-67,4594503802817;-0,00560849905014038;-36,4214882254601;215,102449059486;-0,0474572605359653;199,64359471276
1,7875;1,7875;1;1;1;1;1;-67,4584937256948;0,000618696212768555;-36,3177001476288;215,693458914757;0,0052352023419238;200,192130224712
1,81;1,81;1;1;1;1;1;-67,4583238524504;0,00481247901916504;-36,2150412797928;216,220751404762;0,0407216028022088;200,681527572952
1,8375;1,8375;1;1;1;1;1;-67,4580243390984;-0,000820755958557129;-36,0954093933105;214,714974164963;-0,00694496495648273;199,283966632551
1,85;1,85;1;1;1;1;1;-67,457362727515;0,00146239995956421;-36,0386055707932;215,805098414421;0,0123743438785261;200,295746483487
1,8725;1,8725;1;1;1;1;1;-67,4572777908928;0,00564634799957275;-35,9336990118027;215,214967727661;0,0477775258044741;199,748026956488
1,8975;1,8975;1;1;1;1;1;-67,4566698234918;-0,000174492597579956;-35,8274781703949;216,332122683525;-0,00147649854103872;200,784894887165
1,91;1,91;1;1;1;1;1;-67,4565535944298;-0,00472739338874817;-35,77273696661;215,131536126137;-0,0400016363915059;199,670591367476
1,9325;1,9325;1;1;1;1;1;-67,4556908171622;0,00546440482139587;-35,6702846288681;215,399175882339;0,0462379829192408;199,918996549518
1,9575;1,9575;1;1;1;1;1;-67,4556952875107;0,00122293829917908;-35,5609631538391;215,477734804153;0,01034809865611;199,991909645656
1,98;1,98;1;1;1;1;1;-67,4552124898687;0,00161468982696533;-35,4597580432892;216,119706630707;0,0136629702738647;200,587744624373
2,005;2,005;1;1;1;1;1;-67,4551186125494;0,00398039817810059;-35,3502997756004;216,208443045616;0,0336808104425502;200,67010378361
2,03;2,03;1;1;1;1;1;-67,4553331892792;0,00220432877540588;-35,2375102043152;215,575724840164;0,0186522996734294;200,082857392279
2,055;2,055;1;1;1;1;1;-67,4537551562456;-0,000640004873275757;-35,1269441843033;215,374231338501;-0,0054155091663205;199,895844705259
2,07;2,07;1;1;1;1;1;-67,4534735242878;0,00371962785720825;-35,0634348392487;216,542452573776;0,0314742583957374;200,980108914476
2,1;2,1;1;1;1;1;1;-67,4537640969427;0,00133350491523743;-34,9236595630646;216,060683131218;0,0112836767239586;200,532962990496
2,125;2,125;1;1;1;1;1;-67,4532053033756;-0,00482946634292603;-34,8208424448967;215,898022055626;-0,0408653439069726;200,381991943941
2,1475;2,1475;1;1;1;1;1;-67,4523738185477;-0,00278010964393616;-34,7196266055107;215,814217925072;-0,023524366592792;200,304210598592
2,17;2,17;1;1;1;1;1;-67,4523469964565;0,00168442726135254;-34,6153771877289;215,711429715157;0,0142530653355266;200,208809510361
2,195;2,195;1;1;1;1;1;-67,4515959779023;0,0035645067691803;-34,5090892910957;216,288536787033;0,0301616751496048;200,744441395852
2,2175;2,2175;1;1;1;1;1;-67,4510014215469;0,00665768980979919;-34,4032841920853;215,906009078026;0,056335165085456;200,389404959785
2,2425;2,2425;1;1;1;1;1;-67,4506706157551;0,0022926926612854;-34,2937910556793;216,001003980637;0,0194000055955779;200,477572825467
2,2675;2,2675;1;1;1;1;1;-67,45041133554;0,00366538763046265;-34,181714951992;216,322258114815;0,0310152955700004;200,775739259388
2,2925;2,2925;1;1;1;1;1;-67,4497363129109;0,000637173652648926;-34,0740779042244;215,465858578682;0,00539155231552653;199,980886933664
2,315;2,315;1;1;1;1;1;-67,4491954007379;0,00598013401031494;-33,9733636379242;216,449543833733;0,0506019124243945;200,893877284275
2,34;2,34;1;1;1;1;1;-67,4493518629367;-0,00171974301338196;-33,8642755150795;215,72807431221;-0,0145518955270093;200,224257903454
2,3625;2,3625;1;1;1;1;1;-67,4484890856691;0,00514984130859375;-33,7616381049156;216,770142316818;0,0435762507073426;201,191435187045
2,385;2,385;1;1;1;1;1;-67,4481180467405;0,00503227114677429;-33,6568710207939;216,22534096241;0,042581410955951;200,685787291012
2,41;2,41;1;1;1;1;1;-67,447939232799;0,0035955011844635;-33,5549578070641;216,220200061798;0,0304239396214546;200,681015853575
2,4325;2,4325;1;1;1;1;1;-67,4479481734961;0,0085100531578064;-33,4507620334625;216,39546751976;0,0720092499391301;200,84368729454
2,455;2,455;1;1;1;1;1;-67,4471300997139;0,0038476288318634;-33,3485001325607;216,644436120987;0,0325573602290015;201,074763169022
2,48;2,48;1;1;1;1;1;-67,4471256293653;0,000740289688110352;-33,2428586483002;216,958165168762;0,0062640860391805;201,365945324955
2,505;2,505;1;1;1;1;1;-67,4464148439479;0,00023961067199707;-33,1320297718048;216,633439064026;0,00202750610929997;201,064556441983
2,5275;2,5275;1;1;1;1;1;-67,4458113468955;0,00216618180274963;-33,0291268229485;216,934531927109;0,0183295126311528;201,344010542999
2,5525;2,5525;1;1;1;1;1;-67,4458202875925;0,00411137938499451;-32,9200199246407;217,52455830574;0,0347891300134922;201,891633258223
2,5775;2,5775;1;1;1;1;1;-67,4445596493051;0,002870112657547;-32,8154888749123;216,864392161369;0,0242859422706634;201,278911540055
2,6;2,6;1;1;1;1;1;-67,4445864713963;-0,000440329313278198;-32,7134549617767;217,250913381577;-0,00372592074190386;201,637654484044
2,625;2,625;1;1;1;1;1;-67,4451363242664;-0,00453785061836243;-32,6034468412399;217,6793217659;-0,038397788275194;202,035274270455
2,6575;2,6575;1;1;1;1;1;-67,4436521685521;-0,000538378953933716;-32,4593907594681;216,299071907997;-0,00455558431150546;200,754219385035
2,68;2,68;1;1;1;1;1;-67,4436298168094;-0,00184997916221619;-32,3520487546921;217,267110943794;-0,0156539106635318;201,652687969534
2,705;2,705;1;1;1;1;1;-67,4430576121967;-0,00175073742866516;-32,2475257515907;217,000097036362;-0,014814159998859;201,404863658136
2,7275;2,7275;1;1;1;1;1;-67,4428653872096;0,00170290470123291;-32,1310642361641;216,384530067444;0,0144094153091294;200,833535888515
2,755;2,755;1;1;1;1;1;-67,4419489657595;-0,00634431838989258;-32,0263695716858;216,769769787788;-0,053683519968629;201,191089430709
2,7775;2,7775;1;1;1;1;1;-67,44206966517;0,00446632504463196;-31,9213825464249;217,43905544281;0,0377925625709254;201,812275263982
2,8;2,8;1;1;1;1;1;-67,4415466343912;-0,00433772802352905;-31,8194156885147;216,874852776527;-0,0367044171901257;201,28862037797
2,8125;2,8125;1;1;1;1;1;-67,4410459553551;0,00333771109580994;-31,7698377370834;217,972159385681;0,0282426053123197;202,307066411064
2,82;2,82;1;1;1;1;1;-67,4412515913877;-0,000436753034591675;-31,7366722226143;216,835707426071;-0,00369565945669043;201,252288302182
2,8425;2,8425;1;1;1;1;1;-67,4410772477948;0,000847131013870239;-31,6286113858223;217,030510306358;0,00716814193493179;201,433091205408
2,8675;2,8675;1;1;1;1;1;-67,4409252559445;-0,00456139445304871;-31,522304713726;217,228084802628;-0,0385970084028491;201,616466535774
2,8775;2,8775;1;1;1;1;1;-67,4403083478465;0,00307843089103699;-31,4829218387604;218,337759375572;0,0260486621343458;202,646391679224
2,8925;2,8925;1;1;1;1;1;-67,4396199141717;0,00303357839584351;-31,4168509840965;217,020839452744;0,025669135182294;201,424115370925
2,915;2,915;1;1;1;1;1;-67,4393204008198;0,00307261943817139;-31,314814388752;216,960713267326;0,025999487545874;201,368310298293
2,9375;2,9375;1;1;1;1;1;-67,4388823066631;0,0022377073764801;-31,2108787894249;216,293171048164;0,0189347383354214;200,748742604672
2,9625;2,9625;1;1;1;1;1;-67,4386006747053;-0,00396758317947388;-31,1023297905922;216,847896575928;-0,0335723741705354;201,263601449496
2,9875;2,9875;1;1;1;1;1;-67,4391013537415;0,00296741724014282;-30,9934830665588;217,527836561203;0,0251093014058455;201,89467591398
2,9975;2,9975;1;1;1;1;1;-67,4379524741675;0,000243932008743286;-30,9501358866692;216,416463255882;0,00206407182893287;200,863174121638
3,015;3,015;1;1;1;1;1;-67,4372416887501;0,00186622142791748;-30,8678135275841;217,496857047081;0,0157913473338761;201,865922817077
3,04;3,04;1;1;1;1;1;-67,4372014556133;0,000520497560501099;-30,7609194517136;216,839373111725;0,0044042778854383;201,255690544529
3,0625;3,0625;1;1;1;1;1;-67,4373847399033;-0,000958740711212158;-30,658166706562;216,57794713974;-0,00811254621096766;201,013052578171
3,085;3,085;1;1;1;1;1;-67,4368840608671;0,000866502523422241;-30,5612263083458;217,744514346123;0,00733205722983788;202,095781629256
3,11;3,11;1;1;1;1;1;-67,4356234225797;-0,00114545226097107;-30,4540613293648;217,553928494453;-0,00969243747648561;201,918892687754
3,1325;3,1325;1;1;1;1;1;-67,4356368336253;-0,00314489006996155;-30,3475400805473;217,204600572586;-0,0266110176845621;201,594670056352
3,1525;3,1525;1;1;1;1;1;-67,4348232301916;0,00382423400878906;-30,2594697475433;218,476310372353;0,0323594009882303;202,774985375712
3,1875;3,1875;1;1;1;1;1;-67,4346622976443;-0,00360652804374695;-30,106862783432;218,282803893089;-0,0305172452508626;202,595385704536
3,21;3,21;1;1;1;1;1;-67,4337548168913;0,000459253787994385;-30,0060170888901;218,243718147278;0,00388605337615827;202,559108949761
3,235;3,235;1;1;1;1;1;-67,4333301337802;0,00188261270523071;-29,8975056409836;218,729913234711;0,0159300448911044;203,010362459013
3,2575;3,2575;1;1;1;1;1;-67,4330663832166;0,00328466296195984;-29,796367585659;218,328252434731;0,0277937295816537;202,637567977529
3,2825;3,2825;1;1;1;1;1;-67,433003798337;0,00459134578704834;-29,6908628940582;217,726171016693;0,0388504466665116;202,078756587271
3,305;3,305;1;1;1;1;1;-67,431913033294;-0,00116527080535889;-29,5874556899071;218,117475509644;-0,00986013543204338;202,441939042615
3,33;3,33;1;1;1;1;1;-67,4316939862157;0,000762343406677246;-29,4773107767105;218,499839305878;0,00645069729799667;202,796823345894
3,34;3,34;1;1;1;1;1;-67,4312648327562;0,0029483437538147;-29,4347333908081;217,21351146698;0,0249479078847072;201,602940547909
3,3525;3,3525;1;1;1;1;1;-67,4311575443913;0,00455915927886963;-29,3814486265183;218,389540910721;0,0385780950995907;202,694451809929
3,375;3,375;1;1;1;1;1;-67,4307686240685;0,00159859657287598;-29,2784115672112;218,694731593132;0,0135267944904043;202,977709230641
3,3975;3,3975;1;1;1;1;1;-67,4303215892149;-0,000630021095275879;-29,1829061508179;217,244103550911;-0,00533102974509967;201,631334058222
3,41;3,41;1;1;1;1;1;-67,4300041944687;-0,00181227922439575;-29,1294202208519;218,329250812531;-0,0153349062819069;202,638494604509
3,4325;3,4325;1;1;1;1;1;-67,429548218918;0,00276803970336914;-29,0218529105186;218,440532684326;0,0234222347551967;202,741778937202
3,4575;3,4575;1;1;1;1;1;-67,429731503208;0,00158593058586121;-28,9164045453072;218,919977545738;0,0134196191052734;203,186767341645
3,475;3,475;1;1;1;1;1;-67,4287122637415;0,00709593296051025;-28,8394036889076;217,713966965675;0,0600434334109854;202,067429609703
3,49;3,49;1;1;1;1;1;-67,429248705566;0,000127553939819336;-28,7736493349075;219,036117196083;0,00107931917261242;203,294560336959
3,5025;3,5025;1;1;1;1;1;-67,4280595928551;0,00222384929656982;-28,7188518047333;217,664077877998;0,0188174758552194;202,021125921185
3,5175;3,5175;1;1;1;1;1;-67,4282026440083;0,00616520643234253;-28,6531993746758;218,769878149033;0,0521679339341896;203,04745519874
3,54;3,54;1;1;1;1;1;-67,4276214986985;0,00466197729110718;-28,5489419102669;218,655318021774;0,0394481070494769;202,941128210291
3,565;3,565;1;1;1;1;1;-67,4266916662028;-0,000752657651901245;-28,4373244643211;217,867016792297;-0,00636873965054362;202,209480142789
3,575;3,575;1;1;1;1;1;-67,4268525987502;0,00922977924346924;-28,3996823430061;218,966081738472;0,0780993335883334;203,22955814579
3,5975;3,5975;1;1;1;1;1;-67,426526263307;0,0106680393218994;-28,2986328005791;219,880789518356;0,0902694137916687;204,078528253226
3,6275;3,6275;1;1;1;1;1;-67,4264905005187;0,000505447387695313;-28,1647664308548;219,130948185921;0,00427692831016511;203,382576069854
3,6525;3,6525;1;1;1;1;1;-67,4254131465213;0,00162914395332336;-28,0554637312889;219,388961791992;0,0137852763016023;203,622046908174
3,675;3,675;1;1;1;1;1;-67,425077870381;-0,00280901789665222;-27,9513323307037;219,177708029747;-0,0237689786482672;203,42597540515
3,7;3,7;1;1;1;1;1;-67,424894586091;0,00316545367240906;-27,8466403484344;218,988552689552;0,0267850200745393;203,250414167978
3,7225;3,7225;1;1;1;1;1;-67,4241435675368;0,00420719385147095;-27,7400600910187;219,536200165749;0,0355998802798354;203,758703642418
3,7475;3,7475;1;1;1;1;1;-67,4237635879111;-0,00101581215858459;-27,6347163319588;219,07813847065;-0,00859546588749869;203,333561651661
3,7725;3,7725;1;1;1;1;1;-67,4236607698948;0,00159367918968201;-27,5270310044289;218,902856111526;0,0134851852232358;203,170876380442
3,795;3,795;1;1;1;1;1;-67,4233567861943;0,00628665089607239;-27,422054708004;219,856560230255;0,0531955567445624;204,056040261132
3,82;3,82;1;1;1;1;1;-67,422480597881;0,00442221760749817;-27,3142218589783;219,590932130814;0,037419340053293;203,809502163304
3,8425;3,8425;1;1;1;1;1;-67,4223151949851;0,00226721167564392;-27,2074297070503;219,922438263893;0,0191843939384322;204,117183811592
3,8675;3,8675;1;1;1;1;1;-67,4221989659232;0,00458657741546631;-27,1030622720718;219,840288162231;0,038810098286227;204,040937624375
3,8925;3,8925;1;1;1;1;1;-67,4212780741246;0,00699415802955627;-26,9938641786575;220,486253499985;0,0591822476692865;204,640479111014
3,93;3,93;1;1;1;1;1;-67,4208042171797;0,00259816646575928;-26,8291416764259;219,998225569725;0,0219848237075586;204,187524480589
3,9525;3,9525;1;1;1;1;1;-67,4203705933716;0,00323101878166199;-26,7203539609909;219,41114962101;0,0273398103034522;203,642640155546
3,9775;3,9775;1;1;1;1;1;-67,420299067795;0,0107491016387939;-26,6177889704704;220,192581415176;0,0909553362565066;204,367912476212
4,0025;4,0025;1;1;1;1;1;-67,4192261841461;0,00750899314880371;-26,5102860331535;219,374507665634;0,0635386118531368;203,608631562336
4,025;4,025;1;1;1;1;1;-67,4192530062373;0,00697597861289978;-26,407171189785;219,994410872459;0,0590284194694515;204,183983935709
4,05;4,05;1;1;1;1;1;-67,4189266707941;0,00379294157028198;-26,3019400835037;220,486655831337;0,0320946147426128;204,640852527857
4,0675;4,0675;1;1;1;1;1;-67,4182874109533;0,000403523445129395;-26,2184885144234;219,323515892029;0,00341448168158229;203,561304435063
4,075;4,075;1;1;1;1;1;-67,4184617545463;0,00569805502891541;-26,182573735714;220,406517386436;0,048215053553185;204,566473424855
4,1;4,1;1;1;1;1;1;-67,4175095703079;0,00801071524620056;-26,0785844922066;220,644891262054;0,0677840179912046;204,787715989141
4,1225;4,1225;1;1;1;1;1;-67,4176392104155;0,00449657440185547;-25,9744638204575;220,574527978897;0,0380485226083556;204,722409532395
4,1475;4,1475;1;1;1;1;1;-67,4173531081091;0,00729113817214966;-25,8708849549294;220,952466130257;0,0616951952288852;205,073186250403
4,17;4,17;1;1;1;1;1;-67,4174469854284;0,00552728772163391;-25,7694920897484;221,15121781826;0,0467700771842436;205,25765417079
4,1925;4,1925;1;1;1;1;1;-67,4169686581349;0,00383555889129639;-25,6633570790291;221,885323524475;0,0324552283914062;205,93900160653
4,21;4,21;1;1;1;1;1;-67,4164590384017;0,0048789381980896;-25,5909508466721;220,73920071125;0,0412839583524251;204,875247663165
4,235;4,235;1;1;1;1;1;-67,4159985925024;0,010007917881012;-25,4826647043228;220,454961061478;0,0846836848960227;204,61143557879
4,2575;4,2575;1;1;1;1;1;-67,4154263878897;0,00649064779281616;-25,3812396526337;221,380442380905;0,054921710888612;205,470404959463
4,2825;4,2825;1;1;1;1;1;-67,4152162815084;0,00657513737678528;-25,2690294384956;221,228152513504;0,0556366337517793;205,329059769303
4,305;4,305;1;1;1;1;1;-67,414737954215;0,00603869557380676;-25,1639324426651;220,68826854229;0,0510974409697644;204,827975856905
4,33;4,33;1;1;1;1;1;-67,4147871280489;0,00805556774139404;-25,0583097338676;221,382096409798;0,0681635449432564;205,471940117595
4,355;4,355;1;1;1;1;1;-67,4144116187718;0,00722616910934448;-24,9488997459412;220,951348543167;0,0611454485475079;205,072148981395
4,38;4,38;1;1;1;1;1;-67,413647189172;0,00914201140403748;-24,8404607176781;221,121996641159;0,0773566712137204;205,230533043794
4,405;4,405;1;1;1;1;1;-67,4130079293312;0,0115843117237091;-24,7303453087807;221,187695860863;0,0980226072407269;205,291510631212
4,4275;4,4275;1;1;1;1;1;-67,4125430130833;0,00369086861610413;-24,6295130252838;221,619814634323;0,0312309072271461;205,692574150729
4,4525;4,4525;1;1;1;1;1;-67,4124089026272;0,0101344287395477;-24,5183649659157;222,308993339539;0,0857541778604479;206,332223372346
4,4675;4,4675;1;1;1;1;1;-67,4125877165687;-0,00118032097816467;-24,451054930687;220,939457416534;-0,00998748500731657;205,061112439149
4,4925;4,4925;1;1;1;1;1;-67,4113449596754;0,00967487692832947;-24,3416905403137;221,427455544472;0,0818656027105218;205,514039409068
4,5175;4,5175;1;1;1;1;1;-67,4111929678252;0,00341251492500305;-24,2347294092178;220,961198210716;0,0288755705280339;205,081290778919
4,5325;4,5325;1;1;1;1;1;-67,4107772254112;0,00699445605278015;-24,1633397340775;222,083583474159;0,0591847694430542;206,123013128553
4,5675;4,5675;1;1;1;1;1;-67,4107593440171;0,00604256987571716;-24,0142840147018;221,867144107819;0,0511302240287457;205,922128697332
4,59;4,59;1;1;1;1;1;-67,4099859737202;0,00291332602500916;-23,9127865433693;221,423476934433;0,0246515994669923;205,510346731399
4,615;4,615;1;1;1;1;1;-67,4091321371496;-0,000491440296173096;-23,8045701384544;221,776857972145;-0,00415840494307916;205,838331191737
4,64;4,64;1;1;1;1;1;-67,4094629429414;0,00111356377601624;-23,6922338604927;221,493318676949;0,0094226076833325;205,575169129274
4,6625;4,6625;1;1;1;1;1;-67,4086672209018;0,00424012541770935;-23,5885986685753;222,294643521309;0,0358785362811758;206,318904838283
4,6875;4,6875;1;1;1;1;1;-67,4078804395593;0,00346720218658447;-23,4840247035027;222,130760550499;0,0293383160144227;206,166799710946
4,71;4,71;1;1;1;1;1;-67,4075138709792;0,0057356059551239;-23,3809983730316;221,983045339584;0,0485327970479261;206,029700408591
4,735;4,735;1;1;1;1;1;-67,4074781081909;0,00229120254516602;-23,2734310626984;222,23174571991;0,019387396726739;206,260527338511
4,775;4,775;1;1;1;1;1;-67,4059268972486;0,00503659248352051;-23,0932912230492;222,248554229736;0,0426179766755839;206,276127864392
4,8;4,8;1;1;1;1;1;-67,4061593553725;0,00794112682342529;-22,9865071177483;222,493276000023;0,0671951838164266;206,503262116643
4,8225;4,8225;1;1;1;1;1;-67,4056273838966;0,00742346048355103;-22,8805249929428;222,368076443672;0,0628148627817822;206,387060327237
4,8475;4,8475;1;1;1;1;1;-67,4057927867925;0,00955685973167419;-22,7748271822929;222,337871789932;0,0808669802984785;206,359026403513
4,8725;4,8725;1;1;1;1;1;-67,4046617886127;0,00854030251502991;-22,6637515425682;222,251176834106;0,0722652099765604;206,278561988997
4,895;4,895;1;1;1;1;1;-67,4043622752607;0,00913664698600769;-22,5636595487595;222,758069634438;0,0773112792859002;206,749025720278
4,92;4,92;1;1;1;1;1;-67,404156639228;0,00865817070007324;-22,456680983305;222,062990069389;0,0732625715017198;206,103899718299
4,9425;4,9425;1;1;1;1;1;-67,4036380787977;0,00388622283935547;-22,3517408967018;221,136182546616;0,0328839299319298;205,243699445069
4,9575;4,9575;1;1;1;1;1;-67,4037945409965;0,00944077968597412;-22,2849230468273;222,339183092117;0,0798847494159259;206,360243465816
4,9825;4,9825;1;1;1;1;1;-67,4034458538106;0,00892937183380127;-22,1800822019577;222,417339682579;0,075557385630405;206,432783145111
5,005;5,005;1;1;1;1;1;-67,403731956117;0,000467151403427124;-22,0739445090294;221,907153725624;0,0039528803810046;205,95926292782
5,03;5,03;1;1;1;1;1;-67,4026814242108;0,00518590211868286;-21,9731672108173;222,229778766632;0,0438813853332447;206,258701745057
5,0525;5,0525;1;1;1;1;1;-67,4020153422788;0,00737756490707397;-21,8694931268692;221,728965640068;0,0624265096215432;205,79388075718
5,07;5,07;1;1;1;1;1;-67,4020555754156;0,00631228089332581;-21,7895029485226;222,819402813911;0,053412429288592;206,805951043438
5,0875;5,0875;1;1;1;1;1;-67,4015817184707;0,00198796391487122;-21,7148342728615;221,725061535835;0,0168214919180167;205,790257230779
5,1;5,1;1;1;1;1;1;-67,4018812318227;0,00968635082244873;-21,6606000065804;223,131269216537;0,0819626910005816;207,095404417691
5,1225;5,1225;1;1;1;1;1;-67,4016666550929;0,0114446878433228;-21,5577533841133;223,503246903419;0,0968411562305191;207,440649034323
5,1475;5,1475;1;1;1;1;1;-67,400777055734;0,00597089529037476;-21,446760892868;222,801342606544;0,0505237374375931;206,789188776269
5,1725;5,1725;1;1;1;1;1;-67,4001824993786;0,00263214111328125;-21,3353057205677;223,15014898777;0,0222723059170862;207,1129273488
5,1975;5,1975;1;1;1;1;1;-67,3994493622186;0,00554412603378296;-21,2300410866737;223,537296056747;0,0469125574021235;207,472251163434
5,2225;5,2225;1;1;1;1;1;-67,3993554848993;0,00995099544525146;-21,120413839817;223,544627428055;0,0842020261063756;207,479055648127
5,245;5,245;1;1;1;1;1;-67,3991900820034;0,00965550541877747;-21,0181505978107;223,321348428726;0,0817016874156157;207,271823130577
5,27;5,27;1;1;1;1;1;-67,3990515011988;0,000842064619064331;-20,9139829874039;223,08686375618;0,00712527178087943;207,054190262439
5,2925;5,2925;1;1;1;1;1;-67,398354126827;0,0039653480052948;-20,8092547953129;222,245171666145;0,033553460867277;206,272988396861
5,3075;5,3075;1;1;1;1;1;-67,3980948466119;0,0190998613834381;-20,7469350099564;223,562717437744;0,161616698116755;207,495845575804
5,34;5,34;1;1;1;1;1;-67,3973348873606;0,00657826662063599;-20,5990916490555;222,883075475693;0,055663112376341;206,865047716389
5,3625;5,3625;1;1;1;1;1;-67,3969906705232;0,00866636633872986;-20,4968002438545;223,140373826027;0,0733319202803339;207,103854702544
5,3875;5,3875;1;1;1;1;1;-67,3966419833373;0,012991726398468;-20,3881399333477;223,202750086784;0,109931683859096;207,161748143445
5,41;5,41;1;1;1;1;1;-67,3963156478941;0,00872001051902771;-20,2881270647049;223,913937807083;0,0737858395585353;207,821824649393
5,435;5,435;1;1;1;1;1;-67,3962441223176;0,0102455914020538;-20,1823809742928;223,399803042412;0,0866947994758321;207,34463941494
5,4575;5,4575;1;1;1;1;1;-67,3950460689096;0,0100122392177582;-20,0812657177448;223,172083497047;0,0847202506156556;207,133285481865
5,48;5,48;1;1;1;1;1;-67,3952874677306;0,00900581479072571;-19,9793860316277;223,672553896904;0,0762042206018422;207,597788373912
5,505;5,505;1;1;1;1;1;-67,3950997130921;0,0106945633888245;-19,8748724162579;223,986208438873;0,0904938516570017;207,888901378578
5,5275;5,5275;1;1;1;1;1;-67,3943710462806;0,00808119773864746;-19,7700007259846;224,205926060677;0,068380417487286;208,092828465557
5,5525;5,5525;1;1;1;1;1;-67,3940536515344;0,00844717025756836;-19,6634311974049;224,124416708946;0,0714771556741272;208,017176979238
5,575;5,575;1;1;1;1;1;-67,3935440318012;0,0092296302318573;-19,5608595013618;224,199533462524;0,0780980727014495;208,086895286831
5,6;5,6;1;1;1;1;1;-67,3933071033288;0,00784769654273987;-19,4511665403843;224,15879368782;0,0664046077402256;208,049083373925
5,625;5,625;1;1;1;1;1;-67,3927796022014;0,00645443797111511;-19,3413555622101;223,736241459846;0,054615315375826;207,656898877117
5,65;5,65;1;1;1;1;1;-67,3923057452565;0,00736400485038757;-19,2317417263985;223,633617162704;0,0623117689151089;207,561649921673
5,6725;5,6725;1;1;1;1;1;-67,3911836877737;0,0152705609798431;-19,1300685703754;224,22482073307;0,129214426974472;208,110365226919
5,6875;5,6875;1;1;1;1;1;-67,3917648330835;0,00365927815437317;-19,0664666891098;222,978442907333;0,0309635992077608;206,953561338407
