Общее время (s);Пройденное время цикла (s);Всего циклов;Пройденным циклам;Шаг;Общее количество циклов(8800 (0,1) Форма волны);Общее количество циклов(8800 (0,2) Форма волны);Положение(8800 (0,1):Положение) (mm);Нагрузка(8800 (0,1):Нагрузка) (kN);Вращение(8800 (0,2):Вращение) (deg);Крутящий момент(8800 (0,2):Крутящий момент) (N·m);Напряжение(8800 (0,1):Нагрузка) (MPa);Напряжение сдвига(8800 (0,2):Крутящий момент) (MPa);;;;
26.765;26.765;1;1;1;1;1;-59.91588028;19.9126339;-43.95393848;-1.327256672;177.8548937;-1.295527055;1.428030488;-0.001357198;-2.36756E-05;
27.53;27.53;1;1;1;1;1;-59.87461002;20.07163286;-43.95942628;-1.35948509;179.2750345;-1.326985015;1.469300746;-0.006844997;-0.000119407;
28.2925;28.2925;1;1;1;1;1;-59.83511449;20.21558523;-43.95607084;-1.371218823;180.5607827;-1.33843824;1.508796275;-0.003489554;-6.08733E-05;
29.0525;29.0525;1;1;1;1;1;-59.79385317;20.36288738;-43.95366222;-1.35454163;181.8764504;-1.322159734;1.550057592;-0.00108093;-1.88562E-05;
29.64;29.64;1;1;1;1;1;-59.76218969;20.47582388;-43.95273149;-1.400019974;182.8851722;-1.366550865;1.581721071;-0.000150204;-2.62022E-06;
29.965;29.965;1;1;1;1;1;-59.74518449;20.53722858;-43.95635515;-1.436470076;183.4336244;-1.402129586;1.598726277;-0.003773868;-6.5833E-05;
29.9725;29.9725;1;1;1;1;1;-59.74493862;20.54374695;-43.95587504;-1.37941353;183.4918448;-1.346437043;1.598972146;-0.003293753;-5.74577E-05;
29.9875;29.9875;1;1;1;1;1;-59.74331588;20.54503918;-43.95571947;-1.37905404;183.5033867;-1.346086147;1.600594883;-0.003138185;-5.47439E-05;
29.99;29.99;1;1;1;1;1;-59.74303425;20.54361105;-43.95437568;-1.377076842;183.490631;-1.344156216;1.600876515;-0.001794398;-3.13023E-05;
29.9925;29.9925;1;1;1;1;1;-59.74300743;20.54114342;-43.95371586;-1.382010989;183.4685907;-1.348972406;1.600903337;-0.001134574;-1.9792E-05;
30;30;1;1;1;1;1;-59.74326671;20.54140091;-43.95670116;-1.393737271;183.4708906;-1.360418358;1.600644056;-0.004119873;-7.18689E-05;
30.085;0.085;2;2;1;1;1;-59.73887235;20.5535388;-43.95397872;-1.368446276;183.5793033;-1.335731973;1.605038409;-0.001397431;-2.43774E-05;
30.15;0.15;2;2;1;1;1;-59.73488033;20.5625844;-43.95342886;-1.428403892;183.6600965;-1.394256233;1.60903043;-0.000847578;-1.47855E-05;
30.6125;0.6125;2;2;1;1;1;-59.71068234;20.65281391;-43.94909978;-1.407573;184.4660049;-1.373923327;1.633228427;0.003481507;6.0733E-05;
30.62;0.62;2;2;1;1;1;-59.70974356;20.65074682;-43.95499796;-1.410754398;184.4475422;-1.37702867;1.6341672;-0.00241667;-4.21575E-05;
31.1275;1.1275;2;2;1;1;1;-59.68316734;20.76276541;-43.95442933;-1.421048306;185.4480654;-1.387076491;1.660743422;-0.001848042;-3.22381E-05;
32.0025;2.0025;2;2;1;1;1;-59.63574588;20.91392279;-43.954373;-1.442336477;186.7981671;-1.407855744;1.708164879;-0.001791716;-3.12555E-05;
32.6275;2.6275;2;2;1;1;1;-59.60264742;21.0329318;-43.95732343;-1.448888332;187.8611272;-1.414250968;1.74126334;-0.004742146;-8.27241E-05;
33.8475;3.8475;2;2;1;1;1;-59.53789443;21.25733137;-43.9564839;-1.488932408;189.8654106;-1.453337745;1.806016339;-0.003902614;-6.80789E-05;
34.8;4.8;2;2;1;1;1;-59.48564946;21.42003775;-43.95674407;-1.459446736;191.3186651;-1.424556961;1.858261302;-0.004162788;-7.26175E-05;
35.815;5.815;2;2;1;1;1;-59.43260431;21.60732031;-43.95464122;-1.489151269;192.9914283;-1.453551373;1.911306458;-0.002059937;-3.59344E-05;
36.51;6.51;2;2;1;1;1;-59.39568817;21.7198348;-43.95676017;-1.536218449;193.9963809;-1.499493358;1.948222596;-0.004178882;-7.28983E-05;
37.125;7.125;2;2;1;1;1;-59.36287581;21.83540106;-43.95708203;-1.537346281;195.0285911;-1.500594227;1.981034954;-0.004500747;-7.8513E-05;
37.765;7.765;2;2;1;1;1;-59.32834684;21.94903374;-43.95345837;-1.559169032;196.0435311;-1.52189528;2.015563926;-0.000877082;-1.53002E-05;
38.52;8.52;2;2;1;1;1;-59.28840874;22.06825733;-43.95499796;-1.55021064;197.1084078;-1.513151049;2.05550202;-0.00241667;-4.21575E-05;
39.1925;9.1925;2;2;1;1;1;-59.25304382;22.18072891;-43.95466;-1.576830633;198.1129771;-1.53913466;2.090866947;-0.002078712;-3.6262E-05;
39.9175;9.9175;2;2;1;1;1;-59.21368687;22.2939682;-43.95654291;-1.523532905;199.1244034;-1.487111076;2.130223896;-0.003961623;-6.91083E-05;
40.5525;10.5525;2;2;1;1;1;-59.180499;22.40877151;-43.95596087;-1.527648419;200.1497992;-1.491128204;2.163411763;-0.003379583;-5.8955E-05;
41.235;11.235;2;2;1;1;1;-59.14278267;22.52090454;-43.95382047;-1.534640789;201.1513446;-1.497953413;2.201128094;-0.001239181;-2.16168E-05;
42.0625;12.0625;2;2;1;1;1;-59.09909842;22.65175343;-43.9558804;-1.564524136;202.3200556;-1.527122365;2.24481234;-0.003299117;-5.75513E-05;
42.75;12.75;2;2;1;1;1;-59.06328199;22.76718855;-43.95410478;-1.605288126;203.3510946;-1.566911843;2.280628772;-0.001523495;-2.65765E-05;
43.5025;13.5025;2;2;1;1;1;-59.02320085;22.87945986;-43.95442933;-1.562027261;204.3538751;-1.524685179;2.320709917;-0.001848042;-3.22381E-05;
44.195;14.195;2;2;1;1;1;-58.98533699;22.99164057;-43.95287901;-1.610261388;205.3558464;-1.571766214;2.358573769;-0.000297725;-5.19365E-06;
44.4175;14.4175;2;2;1;1;1;-58.9734101;23.01299334;-43.96158278;-1.607337967;205.5465643;-1.56891268;2.370500659;-0.009001493;-0.000157026;
45.0175;15.0175;2;2;1;1;1;-58.94170639;23.12544107;-43.95715714;-1.617701724;206.5509206;-1.57902868;2.402204371;-0.004575849;-7.98231E-05;
46.47;16.47;2;2;1;1;1;-58.86518744;23.3456254;-43.95467877;-1.619484276;208.5175545;-1.580768618;2.478723327;-0.002097487;-3.65895E-05;
47.2425;17.2425;2;2;1;1;1;-58.82272807;23.45927238;-43.95610303;-1.612597145;209.5326222;-1.574046132;2.521182698;-0.00352174;-6.14348E-05;
47.96;17.96;2;2;1;1;1;-58.78513243;23.57181787;-43.9542979;-1.606184989;210.5378517;-1.567787266;2.558778329;-0.001716614;-2.99454E-05;
48.67;18.67;2;2;1;1;1;-58.74713894;23.68589878;-43.95532519;-1.599370502;211.5567951;-1.561135687;2.596771821;-0.0027439;-4.78658E-05;
49.46;19.46;2;2;1;1;1;-58.7052339;23.80075216;-43.95433545;-1.598761417;212.5826381;-1.560541163;2.638676868;-0.001754165;-3.06004E-05;
50.25;20.25;2;2;1;1;1;-58.66247501;23.91494036;-43.95647585;-1.667262055;213.6025398;-1.627404213;2.681435752;-0.003894567;-6.79386E-05;
51.12;21.12;2;2;1;1;1;-58.61615773;24.04320717;-43.95627201;-1.635525376;214.7481884;-1.596426236;2.727753033;-0.00369072;-6.43826E-05;
52.41;22.41;2;2;1;1;1;-58.54711767;24.23783541;-43.95294875;-1.667247154;216.4865613;-1.627389669;2.796793096;-0.000367463;-6.41018E-06;
53.5025;23.5025;2;2;1;1;1;-58.48949488;24.40190077;-43.95601183;-1.627690159;217.951954;-1.58877833;2.854415889;-0.003430545;-5.9844E-05;
54.4125;24.4125;2;2;1;1;1;-58.43985613;24.51542854;-43.95647585;-1.64503511;218.965957;-1.60570863;2.904054639;-0.003894567;-6.79386E-05;
55.8275;25.8275;2;2;1;1;1;-58.36482132;24.70797777;-43.95527691;-1.646495424;220.6857607;-1.607134033;2.979089439;-0.00269562;-4.70236E-05;
56.31;26.31;2;2;1;1;1;-58.33888436;24.82695341;-43.95653754;-1.656552777;221.7484228;-1.616950953;3.005026401;-0.003956258;-6.90147E-05;
58.29;28.29;2;2;1;1;1;-58.23328579;25.04897356;-43.95570606;-1.691132784;223.7314537;-1.650704285;3.110624974;-0.003124774;-5.45099E-05;
58.7125;28.7125;2;2;1;1;1;-58.21087593;25.105021;-43.95753801;-1.743265428;224.2320561;-1.701590637;3.133034831;-0.004956722;-8.64673E-05;
58.72;28.72;2;2;1;1;1;-58.21043337;25.10203838;-43.95540565;-1.672361977;224.2054161;-1.632382216;3.133477396;-0.002824366;-4.92695E-05;
59.6275;29.6275;2;2;1;1;1;-58.16276604;25.21866083;-43.95376414;-1.711981371;225.2470599;-1.671054462;3.181144722;-0.001182854;-2.06342E-05;
60;30;2;2;1;1;1;-58.14225161;25.27724743;-43.95641148;-1.707742922;225.7703415;-1.666917338;3.201659152;-0.003830194;-6.68156E-05;
60.01;0.01;3;3;1;1;1;-58.14234549;25.2726388;-43.95393312;-1.711801626;225.7291783;-1.670879014;3.201565275;-0.001351833;-2.3582E-05;
60.0225;0.0225;3;3;1;1;1;-58.14105803;25.27094364;-43.95724833;-1.700203866;225.7140375;-1.659558512;3.202852735;-0.004667044;-8.1414E-05;
60.04;0.04;3;3;1;1;1;-58.14061546;25.27923346;-43.9561379;-1.667563803;225.7880802;-1.627698748;3.203295299;-0.003556609;-6.20431E-05;
61.7125;1.7125;3;3;1;1;1;-58.05105203;25.4970479;-43.95445079;-1.748543233;227.7335468;-1.70674227;3.292858732;-0.0018695;-3.26124E-05;
62.6875;2.6875;3;3;1;1;1;-57.99907976;25.61954021;-43.95489335;-1.706949435;228.8276189;-1.666142821;3.344831004;-0.002312064;-4.03327E-05;
62.7525;2.7525;3;3;1;1;1;-57.99609804;25.62090635;-43.95500332;-1.652457751;228.8398209;-1.612953824;3.347812727;-0.002422035;-4.22511E-05;
62.77;2.77;3;3;1;1;1;-57.99474799;25.62703848;-43.95512402;-1.7144382;228.8945916;-1.673452558;3.349162772;-0.002542734;-4.43566E-05;
63.5325;3.5325;3;3;1;1;1;-57.95482778;25.73925972;-43.95686209;-1.719851978;229.896925;-1.678736913;3.389082985;-0.004280806;-7.46763E-05;
64.6725;4.6725;3;3;1;1;1;-57.89296263;25.86104155;-43.95549685;-1.746165566;230.9846512;-1.704421444;3.450948138;-0.002915561;-5.08603E-05;
65.58;5.58;3;3;1;1;1;-57.84505837;25.98356724;-43.95636857;-1.718774438;232.0790214;-1.677685133;3.498852393;-0.003787279;-6.6067E-05;
66.715;6.715;3;3;1;1;1;-57.78478019;26.12175703;-43.95638198;-1.718904823;233.3132997;-1.677812401;3.559130573;-0.00380069;-6.63009E-05;
67.675;7.675;3;3;1;1;1;-57.73309402;26.23465061;-43.95667166;-1.738817431;234.3216382;-1.697248975;3.610816742;-0.004090369;-7.13542E-05;
68.605;8.605;3;3;1;1;1;-57.68374137;26.34812355;-43.95282269;-1.732780598;235.3351514;-1.691356459;3.66016939;-0.000241399;-4.21107E-06;
69.6225;9.6225;3;3;1;1;1;-57.62936405;26.46028042;-43.95510525;-1.751800068;236.3369098;-1.709921247;3.71454671;-0.002523959;-4.40291E-05;
70.5325;10.5325;3;3;1;1;1;-57.58070878;26.57860518;-43.95377219;-1.762758009;237.3937583;-1.720617226;3.763201983;-0.001190901;-2.07746E-05;
71.645;11.645;3;3;1;1;1;-57.52136937;26.6906333;-43.95655096;-1.763309352;238.3943667;-1.721155388;3.82254139;-0.003969669;-6.92487E-05;
72.5075;12.5075;3;3;1;1;1;-57.47557065;26.80264235;-43.95483702;-1.7910311;239.3948048;-1.748214415;3.868340111;-0.002255738;-3.93501E-05;
73.52;13.52;3;3;1;1;1;-57.42182365;26.91474915;-43.95309627;-1.776390709;240.396116;-1.73392402;3.922087111;-0.000514984;-8.98361E-06;
74.6875;14.6875;3;3;1;1;1;-57.35915831;27.04605579;-43.9548853;-1.791321672;241.5689156;-1.748498041;3.984752457;-0.002304018;-4.01923E-05;
74.82;14.82;3;3;1;1;1;-57.35199234;27.05977201;-43.94889325;-1.806947403;241.6914256;-1.76375022;3.991918425;0.003688037;6.43358E-05;
74.8575;14.8575;3;3;1;1;1;-57.35015502;27.05662251;-43.95558804;-1.852066256;241.663295;-1.807790455;3.993755739;-0.003006756;-5.24512E-05;
77.02;17.02;3;3;1;1;1;-57.23475745;27.31927633;-43.95576239;-1.815039665;244.0092563;-1.771649027;4.109153316;-0.0031811;-5.54925E-05;
78.8875;18.8875;3;3;1;1;1;-57.13545313;27.5132966;-43.95288706;-1.832566224;245.742199;-1.788756594;4.208457638;-0.000305772;-5.33402E-06;
80.0325;20.0325;3;3;1;1;1;-57.07368185;27.62616634;-43.95519644;-1.811148599;246.7503246;-1.767850982;4.270228914;-0.002615154;-4.56199E-05;
81.085;21.085;3;3;1;1;1;-57.01839258;27.73851156;-43.95450979;-1.802203245;247.7537653;-1.759119478;4.325518185;-0.001928508;-3.36418E-05;
82.1875;22.1875;3;3;1;1;1;-56.9595315;27.85054207;-43.95206362;-1.820060425;248.754395;-1.77654976;4.384379264;0.000517666;9.0304E-06;
84.095;24.095;3;3;1;1;1;-56.85761202;28.04466963;-43.9536649;-1.816984266;250.4882961;-1.773547141;4.486298741;-0.001083612;-1.8903E-05;
85.15;25.15;3;3;1;1;1;-56.80088777;28.15693617;-43.95235866;-1.873452216;251.491034;-1.828665159;4.543022993;0.000222623;3.88354E-06;
85.6375;25.6375;3;3;1;1;1;-56.77537102;28.19627285;-43.95868599;-1.91289559;251.8423799;-1.867165593;4.568539743;-0.006104708;-0.000106493;
85.645;25.645;3;3;1;1;1;-56.77437413;28.19379091;-43.95518035;-1.858576201;251.8202118;-1.814144772;4.56953663;-0.002599061;-4.53392E-05;
86.475;26.475;3;3;1;1;1;-56.73039484;28.27208281;-43.9616257;-1.856179908;252.5194963;-1.811805765;4.613515919;-0.009044409;-0.000157775;
86.5175;26.5175;3;3;1;1;1;-56.7279898;28.27417135;-43.9550221;-1.847695559;252.5381507;-1.803524245;4.615920967;-0.00244081;-4.25786E-05;
87.5125;27.5125;3;3;1;1;1;-56.67523074;28.38649273;-43.95419329;-1.829136163;253.5413784;-1.785408532;4.66868002;-0.001612008;-2.81206E-05;
88.7125;28.7125;3;3;1;1;1;-56.61094713;28.49977255;-43.95552635;-1.868943684;254.5531667;-1.824264408;4.732963632;-0.002945065;-5.1375E-05;
89.8025;29.8025;3;3;1;1;1;-56.55276108;28.61214161;-43.95740122;-1.842336729;255.5568204;-1.798293524;4.791149689;-0.00481993;-8.4081E-05;
90;30;3;3;1;1;1;-56.54257315;28.62113237;-43.95753264;-1.858378761;255.6371237;-1.813952052;4.801337613;-0.004951358;-8.63737E-05;
90.015;0.015;4;4;1;1;1;-56.54177743;28.61483097;-43.95413429;-1.842346974;255.5808411;-1.798303523;4.802133335;-0.001552999;-2.70912E-05;
90.03;0.03;4;4;1;1;1;-56.54102194;28.62127066;-43.95374805;-1.918816008;255.6383588;-1.872944476;4.802888824;-0.001166761;-2.03535E-05;
91.7525;1.7525;4;4;1;1;1;-56.44880759;28.79739761;-43.95662069;-1.869202591;257.2114828;-1.824517126;4.895103174;-0.004039407;-7.04652E-05;
92.9775;2.9775;4;4;1;1;1;-56.38366567;28.90998602;-43.95516157;-1.896671951;258.2170956;-1.851329799;4.960245092;-0.002580285;-4.50116E-05;
94.13;4.13;4;4;1;1;1;-56.32231014;29.01736259;-43.96131992;-1.897109672;259.1761575;-1.851757056;5.021600626;-0.008738637;-0.000152441;
94.1925;4.1925;4;4;1;1;1;-56.31830918;29.01695728;-43.95507842;-1.863902435;259.1725374;-1.819343676;5.025601588;-0.002497137;-4.35612E-05;
95.875;5.875;4;4;1;1;1;-56.22896479;29.16623592;-43.95722419;-1.854486763;260.5058586;-1.810153097;5.114945974;-0.004642904;-8.09929E-05;
95.8975;5.8975;4;4;1;1;1;-56.22784273;29.16323423;-43.95421207;-1.821074635;260.4790482;-1.777539724;5.116068031;-0.001630783;-2.84481E-05;
95.9;5.9;4;4;1;1;1;-56.22775333;29.16117907;-43.9531526;-1.858940348;260.4606919;-1.814500214;5.116157438;-0.000571311;-9.96619E-06;
97.7625;7.7625;4;4;1;1;1;-56.12836407;29.35560942;-43.95355225;-1.874881797;262.1972974;-1.830060563;5.215546697;-0.00097096;-1.69379E-05;
100.3125;10.3125;4;4;1;1;1;-55.99202738;29.5507741;-43.9541772;-1.894470304;263.9404617;-1.849180785;5.351883387;-0.001595914;-2.78398E-05;
101.28;11.28;4;4;1;1;1;-55.94000593;29.66361523;-43.95334035;-1.872402616;264.9483318;-1.82764065;5.403904833;-0.000759065;-1.32415E-05;
102.825;12.825;4;4;1;1;1;-55.85866347;29.78751659;-43.95713836;-1.918252558;266.0549892;-1.872394496;5.485247295;-0.004557073;-7.94956E-05;
104.3125;14.3125;4;4;1;1;1;-55.77782616;29.90077734;-43.95629615;-1.910130493;267.0666072;-1.864466599;5.566084608;-0.003714859;-6.48037E-05;
106.3325;16.3325;4;4;1;1;1;-55.67142739;30.08410931;-43.95632029;-1.938997768;268.7040846;-1.892643768;5.672483373;-0.003738999;-6.52248E-05;
107.805;17.805;4;4;1;1;1;-55.59243633;30.20400524;-43.95543247;-1.891695894;269.7749664;-1.8464727;5.751474432;-0.002851188;-4.97374E-05;
109.6575;19.6575;4;4;1;1;1;-55.49407078;30.34296513;-43.95581335;-1.910924911;271.016123;-1.865242026;5.849839981;-0.003232062;-5.63815E-05;
111.0725;21.0725;4;4;1;1;1;-55.41791393;30.45529842;-43.95587772;-1.924131066;272.0194572;-1.878132471;5.925996839;-0.003296435;-5.75045E-05;
112.475;22.475;4;4;1;1;1;-55.34286571;30.56780815;-43.95790547;-1.94085855;273.0243672;-1.894460066;6.00104505;-0.005324185;-9.28774E-05;
113.4825;23.4825;4;4;1;1;1;-55.28962833;30.64542294;-43.94835144;-1.945325173;273.7176039;-1.898819909;6.054282431;0.004229844;7.37873E-05;
113.72;23.72;4;4;1;1;1;-55.27628434;30.66871643;-43.95819247;-1.966982149;273.9256559;-1.919959149;6.067626421;-0.005611181;-9.78839E-05;
115.2375;25.2375;4;4;1;1;1;-55.19579125;30.78629017;-43.95837486;-1.944976859;274.9757964;-1.898479921;6.148119517;-0.005793571;-0.000101066;
115.385;25.385;4;4;1;1;1;-55.1880486;30.79707861;-43.9561218;-2.005931921;275.0721562;-1.957977782;6.15586216;-0.003540516;-6.17623E-05;
115.3925;25.3925;4;4;1;1;1;-55.18774015;30.80368519;-43.95869404;-1.929746009;275.1311646;-1.883613183;6.156170614;-0.006112754;-0.000106634;
116.95;26.95;4;4;1;1;1;-55.10395688;30.91589212;-43.95638466;-1.951494254;276.1333702;-1.904841511;6.239953887;-0.003803372;-6.63477E-05;
118.285;28.285;4;4;1;1;1;-55.03361147;31.02803946;-43.95816833;-1.975822262;277.1350434;-1.92858793;6.310299291;-0.005587041;-9.74628E-05;
119.995;29.995;4;4;1;1;1;-54.94254153;31.12914324;-43.95278782;-1.963183284;278.0380782;-1.916251101;6.401369232;-0.00020653;-3.6028E-06;
120;30;4;4;1;1;1;-54.94204532;31.12551928;-43.95436764;-1.971581951;278.0057099;-1.924448988;6.40186544;-0.001786351;-3.11619E-05;
120.0025;0.0025;5;5;1;1;1;-54.94179945;31.12460136;-43.95467073;-1.978861168;277.9975113;-1.931554187;6.40211131;-0.002089441;-3.64491E-05;
120.005;0.005;5;5;1;1;1;-54.94169664;31.12824202;-43.95466268;-1.975839026;278.0300287;-1.928604293;6.402214128;-0.002081394;-3.63088E-05;
120.8225;0.8225;5;5;1;1;1;-54.89711832;31.17215157;-43.95609766;-1.928167418;278.4222183;-1.88207233;6.446792443;-0.003516376;-6.13412E-05;
121.83;1.83;5;5;1;1;1;-54.84450679;31.28425837;-43.95375073;-1.992709935;279.4235295;-1.945071883;6.499403975;-0.001169443;-2.04003E-05;
123.52;3.52;5;5;1;1;1;-54.75381236;31.39806509;-43.95492017;-1.981746405;280.440024;-1.934370449;6.590098406;-0.002338886;-4.08006E-05;
125.1625;5.1625;5;5;1;1;1;-54.66641257;31.51364326;-43.957133;-1.992857084;281.4723407;-1.945215514;6.67749819;-0.004551709;-7.9402E-05;
128.075;8.075;5;5;1;1;1;-54.51072374;31.68997526;-43.95463586;-1.978741027;283.047296;-1.931436918;6.833187019;-0.002054572;-3.58409E-05;
130.325;10.325;5;5;1;1;1;-54.39144591;31.87580585;-43.95568192;-2.028046176;284.7070905;-1.97956337;6.952464859;-0.003100634;-5.40888E-05;
131.545;11.545;5;5;1;1;1;-54.32579884;31.92840099;-43.94722492;-2.039850689;285.1768577;-1.991085683;7.018111927;0.005356371;9.34389E-05;
131.8325;11.8325;5;5;1;1;1;-54.31058624;31.96729422;-43.95662606;-2.022328787;285.5242427;-1.973982661;7.033324523;-0.004044771;-7.05588E-05;
134.5;14.5;5;5;1;1;1;-54.16727134;32.03538179;-43.9611885;-2.025817521;286.1323847;-1.977387993;7.176639427;-0.008607209;-0.000150148;
134.5375;14.5375;5;5;1;1;1;-54.1658453;32.03106642;-43.95379096;-2.041461878;286.0938408;-1.992658353;7.178065468;-0.001209676;-2.11021E-05;
137.57;17.57;5;5;1;1;1;-54.00463112;32.1547389;-43.95643562;-2.053475007;287.1984539;-2.004384295;7.339279647;-0.003854334;-6.72367E-05;
138.225;18.225;5;5;1;1;1;-53.96956123;32.26672411;-43.95409137;-2.087361179;288.1986791;-2.037460379;7.374349531;-0.001510084;-2.63426E-05;
139.4125;19.4125;5;5;1;1;1;-53.90704341;32.38066912;-43.95344764;-2.100723796;289.2164087;-2.050503546;7.436867356;-0.000866354;-1.51131E-05;
141.945;21.945;5;5;1;1;1;-53.77011216;32.1879077;-43.95968109;-2.108423971;287.4947097;-2.05801964;7.573798602;-0.007099807;-0.000123852;
141.9475;21.9475;5;5;1;1;1;-53.76866824;31.93091393;-43.9589408;-2.058079466;285.1993027;-2.008878679;7.575242524;-0.006359518;-0.000110938;
141.95;21.95;5;5;1;1;1;-53.76680857;31.65180445;-43.9571169;-1.989332959;282.7063634;-1.941775637;7.577102189;-0.004535615;-7.91213E-05;
141.9525;21.9525;5;5;1;1;1;-53.76529313;31.46043301;-43.956213;-2.010488883;280.9970794;-1.962425804;7.578617638;-0.003631711;-6.33532E-05;
142.035;22.035;5;5;1;1;1;-53.75989295;31.57466888;-43.95658046;-2.044708468;282.017407;-1.99582733;7.584017819;-0.003999174;-6.97634E-05;
142.1225;22.1225;5;5;1;1;1;-53.75662512;31.69270039;-43.95671457;-2.050693147;283.0716362;-2.001668938;7.587285643;-0.004133284;-7.21028E-05;
142.2125;22.2125;5;5;1;1;1;-53.75347352;31.80723429;-43.95358175;-2.044638619;284.0946256;-1.995759151;7.590437239;-0.001000464;-1.74525E-05;
142.3025;22.3025;5;5;1;1;1;-53.74949938;31.92364454;-43.9526993;-2.058013342;285.1343743;-2.008814136;7.594411379;-0.000118017;-2.05874E-06;
142.445;22.445;5;5;1;1;1;-53.74286539;32.04048872;-43.95833462;-2.04682257;286.1779986;-1.997890892;7.601045376;-0.005753338;-0.000100364;
142.5275;22.5275;5;5;1;1;1;-53.73948133;32.15365648;-43.95551831;-2.069097944;287.188786;-2.019633747;7.60442943;-0.002937019;-5.12347E-05;
142.6425;22.6425;5;5;1;1;1;-53.73319155;32.02036142;-43.95475924;-2.042873763;285.9982264;-1.994036486;7.61071921;-0.002177954;-3.79932E-05;
142.6475;22.6475;5;5;1;1;1;-53.73155988;31.84538126;-43.95123482;-2.087031491;284.4353453;-2.037138572;7.612350888;0.001346469;2.34884E-05;
142.82;22.82;5;5;1;1;1;-53.72262812;31.95768118;-43.9566341;-2.020142041;285.4383814;-1.971848192;7.621282644;-0.004052818;-7.06992E-05;
142.905;22.905;5;5;1;1;1;-53.71917701;32.07203388;-43.95639002;-2.084183507;286.4597524;-2.034358672;7.624733753;-0.003808737;-6.64413E-05;
143.0075;23.0075;5;5;1;1;1;-53.71474242;32.18724012;-43.95295143;-2.042819746;287.4887471;-1.99398376;7.629168339;-0.000370145;-6.45697E-06;
143.2275;23.2275;5;5;1;1;1;-53.70415217;32.3017025;-43.95619959;-2.120950259;288.5110977;-2.070246473;7.639758594;-0.0036183;-6.31192E-05;
143.5675;23.5675;5;5;1;1;1;-53.68607408;32.41397858;-43.95716518;-2.109575085;289.5139208;-2.059143236;7.657836684;-0.004583895;-7.99635E-05;
143.9225;23.9225;5;5;1;1;1;-53.66784847;32.63935804;-43.95793498;-2.100582235;291.5269564;-2.050365369;7.676062295;-0.005353689;-9.33921E-05;
143.9525;23.9525;5;5;1;1;1;-53.66467899;32.21004486;-43.95551562;-2.07192637;287.6924336;-2.022394557;7.679231772;-0.002934337;-5.11879E-05;
143.955;23.955;5;5;1;1;1;-53.66204596;31.77558661;-43.95532787;-2.077317797;283.8119561;-2.027657095;7.681864807;-0.002746582;-4.79126E-05;
143.9575;23.9575;5;5;1;1;1;-53.65939504;31.45104885;-43.95460099;-2.056030557;280.9132623;-2.006878751;7.684515724;-0.002019703;-3.52326E-05;
